uuid,key,value
id-bbebb781-7533-11e9-1711-0050568ba1eb,979f4ca1-cb03-11e8-4f71-0050568bc76d,
id-bbebb781-7533-11e9-1711-0050568ba1eb,e07e55c1-b5a4-11e8-4f71-0050568bc76d,Serveur Vocal
id-bbebb781-7533-11e9-1711-0050568ba1eb,c6659451-b5a4-11e8-4f71-0050568bc76d,BUSINESS_APPLICATION
id-bbebb781-7533-11e9-1711-0050568ba1eb,5b4cc7f1-b5a5-11e8-4f71-0050568bc76d,business application
id-bbebb781-7533-11e9-1711-0050568ba1eb,2c766cb1-b5a5-11e8-4f71-0050568bc76d,Installed
id-bbebb781-7533-11e9-1711-0050568ba1eb,01edc0b1-b5a5-11e8-4f71-0050568bc76d,Link to ServiceNow
id-bbebb781-7533-11e9-1711-0050568ba1eb,3c981031-b5a5-11e8-4f71-0050568bc76d,Production
id-bbebb781-7533-11e9-1711-0050568ba1eb,d6506bb1-d6a6-11e8-4f71-0050568bc76d,https://ing.service-now.com/nav_to.do?uri=u_cmdb_business_application.do?sys_id=421bc715db51370410d273200f9619e4
id-0331ae61-dce1-11e8-4239-0050568bc76d,4e6b6731-5078-11e9-4cd6-0050568bc76d,
id-0331ae61-dce1-11e8-4239-0050568bc76d,AT_TITL1,Link to ServiceNow
id-0331ae61-dce1-11e8-4239-0050568bc76d,e07e55c1-b5a4-11e8-4f71-0050568bc76d,Application Cognos Analytics
id-0331ae61-dce1-11e8-4239-0050568bc76d,AT_EXT_1,https://ing.service-now.com/nav_to.do?uri=u_cmdb_business_application.do?sys_id=64c21de937eeae4061eb2b2943990e07
id-0331ae61-dce1-11e8-4239-0050568bc76d,d1525ce1-b5a4-11e8-4f71-0050568bc76d,Cognos Analytics
id-0331ae61-dce1-11e8-4239-0050568bc76d,108827f1-b5a5-11e8-4f71-0050568bc76d,be+nl/Digital & Customer Interaction/CI&A NL/Analytical Engine
id-0331ae61-dce1-11e8-4239-0050568bc76d,688b48b1-b5a5-11e8-4f71-0050568bc76d,AP-54402
id-0331ae61-dce1-11e8-4239-0050568bc76d,979f4ca1-cb03-11e8-4f71-0050568bc76d,
id-0331ae61-dce1-11e8-4239-0050568bc76d,c6659451-b5a4-11e8-4f71-0050568bc76d,BUSINESS_APPLICATION
id-0331ae61-dce1-11e8-4239-0050568bc76d,5b4cc7f1-b5a5-11e8-4f71-0050568bc76d,business application
id-0331ae61-dce1-11e8-4239-0050568bc76d,2c766cb1-b5a5-11e8-4f71-0050568bc76d,Installed
id-0331ae61-dce1-11e8-4239-0050568bc76d,01edc0b1-b5a5-11e8-4f71-0050568bc76d,Link to ServiceNow
id-0331ae61-dce1-11e8-4239-0050568bc76d,3c981031-b5a5-11e8-4f71-0050568bc76d,Production
id-0331ae61-dce1-11e8-4239-0050568bc76d,47d5b7e0-b5a5-11e8-4f71-0050568bc76d,Cognos Analytics
id-0331ae61-dce1-11e8-4239-0050568bc76d,d6506bb1-d6a6-11e8-4f71-0050568bc76d,https://ing.service-now.com/nav_to.do?uri=u_cmdb_business_application.do?sys_id=64c21de937eeae4061eb2b2943990e07
id-0331ae61-dce1-11e8-4239-0050568bc76d,1ac94731-b5a5-11e8-4f71-0050568bc76d,application-business-1535810
id-0331ae61-dce1-11e8-4239-0050568bc76d,4e6b6731-5078-11e9-4cd6-0050568bc76d,
id-0331ae61-dce1-11e8-4239-0050568bc76d,AT_TITL1,Link to ServiceNow
id-0331ae61-dce1-11e8-4239-0050568bc76d,e07e55c1-b5a4-11e8-4f71-0050568bc76d,Application Cognos Analytics
id-0331ae61-dce1-11e8-4239-0050568bc76d,AT_EXT_1,https://ing.service-now.com/nav_to.do?uri=u_cmdb_business_application.do?sys_id=64c21de937eeae4061eb2b2943990e07
id-0331ae61-dce1-11e8-4239-0050568bc76d,d1525ce1-b5a4-11e8-4f71-0050568bc76d,Cognos Analytics
id-0331ae61-dce1-11e8-4239-0050568bc76d,108827f1-b5a5-11e8-4f71-0050568bc76d,be+nl/Digital & Customer Interaction/CI&A NL/Analytical Engine
id-0331ae61-dce1-11e8-4239-0050568bc76d,688b48b1-b5a5-11e8-4f71-0050568bc76d,AP-54402
id-0331ae61-dce1-11e8-4239-0050568bc76d,979f4ca1-cb03-11e8-4f71-0050568bc76d,
id-0331ae61-dce1-11e8-4239-0050568bc76d,c6659451-b5a4-11e8-4f71-0050568bc76d,BUSINESS_APPLICATION
id-0331ae61-dce1-11e8-4239-0050568bc76d,5b4cc7f1-b5a5-11e8-4f71-0050568bc76d,business application
id-0331ae61-dce1-11e8-4239-0050568bc76d,2c766cb1-b5a5-11e8-4f71-0050568bc76d,Installed
id-0331ae61-dce1-11e8-4239-0050568bc76d,01edc0b1-b5a5-11e8-4f71-0050568bc76d,Link to ServiceNow
id-0331ae61-dce1-11e8-4239-0050568bc76d,3c981031-b5a5-11e8-4f71-0050568bc76d,Production
id-0331ae61-dce1-11e8-4239-0050568bc76d,47d5b7e0-b5a5-11e8-4f71-0050568bc76d,Cognos Analytics
id-0331ae61-dce1-11e8-4239-0050568bc76d,d6506bb1-d6a6-11e8-4f71-0050568bc76d,https://ing.service-now.com/nav_to.do?uri=u_cmdb_business_application.do?sys_id=64c21de937eeae4061eb2b2943990e07
id-0331ae61-dce1-11e8-4239-0050568bc76d,1ac94731-b5a5-11e8-4f71-0050568bc76d,application-business-1535810
id-7c72ed91-38ba-11e9-6d03-0050568bb396,47d5b7e0-b5a5-11e8-4f71-0050568bc76d,MortgageAffordabilityNLAPI
id-7c72ed91-38ba-11e9-6d03-0050568bb396,1ac94731-b5a5-11e8-4f71-0050568bc76d,e62f918ddb33e300637df3651d96196d
id-7c72ed91-38ba-11e9-6d03-0050568bb396,d6506bb1-d6a6-11e8-4f71-0050568bc76d,https://ing.service-now.com/nav_to.do?uri=u_cmdb_business_application.do?sys_id=e62f918ddb33e300637df3651d96196d
id-7c72ed91-38ba-11e9-6d03-0050568bb396,01edc0b1-b5a5-11e8-4f71-0050568bc76d,Link to ServiceNow
id-7c72ed91-38ba-11e9-6d03-0050568bb396,3c981031-b5a5-11e8-4f71-0050568bc76d,Production
id-7c72ed91-38ba-11e9-6d03-0050568bb396,688b48b1-b5a5-11e8-4f71-0050568bc76d,
id-7c72ed91-38ba-11e9-6d03-0050568bb396,979f4ca1-cb03-11e8-4f71-0050568bc76d,
id-7c72ed91-38ba-11e9-6d03-0050568bb396,d1525ce1-b5a4-11e8-4f71-0050568bc76d,MortgageAffordabilityNLAPI
id-7c72ed91-38ba-11e9-6d03-0050568bb396,108827f1-b5a5-11e8-4f71-0050568bc76d,be+nl/Mortgages NL/ILM/Overview & Insights?/Austin
id-7c72ed91-38ba-11e9-6d03-0050568bb396,e07e55c1-b5a4-11e8-4f71-0050568bc76d,"The MortgageAffordabilityNLAPI (backend) services serveral Journeys (frontends) concerning the Interest Only dossier. It has multiple functions:1. It retracts information about a specific loan for a specific customer, using the MortgageInquiryAPI. So that the journey can display this information to the user in the desired format.2. It calculates the maximal loan amount using the MortgageMaxLoanCalculatorAPI. So that the journey can display this amount to the user.3. It stores the additional information that is provided by the customor like the pension date and income (optionally using the FinancialPositonsAPI).4. It stores the outcome of the journey like the intentions of the customer and the end-codes of the journey.5. If the journey is started for a second time (in future) then the API displays the end-state of the last session."
id-7c72ed91-38ba-11e9-6d03-0050568bb396,AT_TITL1,Link to ServiceNow
id-7c72ed91-38ba-11e9-6d03-0050568bb396,5b4cc7f1-b5a5-11e8-4f71-0050568bc76d,business application
id-7c72ed91-38ba-11e9-6d03-0050568bb396,2c766cb1-b5a5-11e8-4f71-0050568bc76d,Installed
id-7c72ed91-38ba-11e9-6d03-0050568bb396,c6659451-b5a4-11e8-4f71-0050568bc76d,BUSINESS_APPLICATION
id-7c72ed91-38ba-11e9-6d03-0050568bb396,4e6b6731-5078-11e9-4cd6-0050568bc76d,
id-7c72ed91-38ba-11e9-6d03-0050568bb396,AT_EXT_1,https://ing.service-now.com/nav_to.do?uri=u_cmdb_business_application.do?sys_id=e62f918ddb33e300637df3651d96196d
id-7c72ed91-38ba-11e9-6d03-0050568bb396,47d5b7e0-b5a5-11e8-4f71-0050568bc76d,MortgageAffordabilityNLAPI
id-7c72ed91-38ba-11e9-6d03-0050568bb396,1ac94731-b5a5-11e8-4f71-0050568bc76d,e62f918ddb33e300637df3651d96196d
id-7c72ed91-38ba-11e9-6d03-0050568bb396,d6506bb1-d6a6-11e8-4f71-0050568bc76d,https://ing.service-now.com/nav_to.do?uri=u_cmdb_business_application.do?sys_id=e62f918ddb33e300637df3651d96196d
id-7c72ed91-38ba-11e9-6d03-0050568bb396,01edc0b1-b5a5-11e8-4f71-0050568bc76d,Link to ServiceNow
id-7c72ed91-38ba-11e9-6d03-0050568bb396,3c981031-b5a5-11e8-4f71-0050568bc76d,Production
id-7c72ed91-38ba-11e9-6d03-0050568bb396,688b48b1-b5a5-11e8-4f71-0050568bc76d,
id-7c72ed91-38ba-11e9-6d03-0050568bb396,979f4ca1-cb03-11e8-4f71-0050568bc76d,
id-7c72ed91-38ba-11e9-6d03-0050568bb396,d1525ce1-b5a4-11e8-4f71-0050568bc76d,MortgageAffordabilityNLAPI
id-7c72ed91-38ba-11e9-6d03-0050568bb396,108827f1-b5a5-11e8-4f71-0050568bc76d,be+nl/Mortgages NL/ILM/Overview & Insights?/Austin
id-7c72ed91-38ba-11e9-6d03-0050568bb396,e07e55c1-b5a4-11e8-4f71-0050568bc76d,"The MortgageAffordabilityNLAPI (backend) services serveral Journeys (frontends) concerning the Interest Only dossier. It has multiple functions:1. It retracts information about a specific loan for a specific customer, using the MortgageInquiryAPI. So that the journey can display this information to the user in the desired format.2. It calculates the maximal loan amount using the MortgageMaxLoanCalculatorAPI. So that the journey can display this amount to the user.3. It stores the additional information that is provided by the customor like the pension date and income (optionally using the FinancialPositonsAPI).4. It stores the outcome of the journey like the intentions of the customer and the end-codes of the journey.5. If the journey is started for a second time (in future) then the API displays the end-state of the last session."
id-7c72ed91-38ba-11e9-6d03-0050568bb396,AT_TITL1,Link to ServiceNow
id-7c72ed91-38ba-11e9-6d03-0050568bb396,5b4cc7f1-b5a5-11e8-4f71-0050568bc76d,business application
id-7c72ed91-38ba-11e9-6d03-0050568bb396,2c766cb1-b5a5-11e8-4f71-0050568bc76d,Installed
id-7c72ed91-38ba-11e9-6d03-0050568bb396,c6659451-b5a4-11e8-4f71-0050568bc76d,BUSINESS_APPLICATION
id-7c72ed91-38ba-11e9-6d03-0050568bb396,4e6b6731-5078-11e9-4cd6-0050568bc76d,
id-7c72ed91-38ba-11e9-6d03-0050568bb396,AT_EXT_1,https://ing.service-now.com/nav_to.do?uri=u_cmdb_business_application.do?sys_id=e62f918ddb33e300637df3651d96196d
id-21b64e11-dce4-11e8-4239-0050568bc76d,01edc0b1-b5a5-11e8-4f71-0050568bc76d,Link to ServiceNow
id-21b64e11-dce4-11e8-4239-0050568bc76d,d6506bb1-d6a6-11e8-4f71-0050568bc76d,https://ing.service-now.com/nav_to.do?uri=u_cmdb_business_application.do?sys_id=c7a735253766ee4061eb2b2943990e76
id-21b64e11-dce4-11e8-4239-0050568bc76d,2c766cb1-b5a5-11e8-4f71-0050568bc76d,Installed
id-21b64e11-dce4-11e8-4239-0050568bc76d,47d5b7e0-b5a5-11e8-4f71-0050568bc76d,PBB-020
id-21b64e11-dce4-11e8-4239-0050568bc76d,3c981031-b5a5-11e8-4f71-0050568bc76d,Production
id-21b64e11-dce4-11e8-4239-0050568bc76d,d1525ce1-b5a4-11e8-4f71-0050568bc76d,PAN
id-21b64e11-dce4-11e8-4239-0050568bc76d,979f4ca1-cb03-11e8-4f71-0050568bc76d,
id-21b64e11-dce4-11e8-4239-0050568bc76d,1ac94731-b5a5-11e8-4f71-0050568bc76d,application-business-34355
id-21b64e11-dce4-11e8-4239-0050568bc76d,688b48b1-b5a5-11e8-4f71-0050568bc76d,AP-03921
id-21b64e11-dce4-11e8-4239-0050568bc76d,108827f1-b5a5-11e8-4f71-0050568bc76d,be+nl/Daily Banking Digital First BE/Platform & Enablers/Manage Current Account
id-21b64e11-dce4-11e8-4239-0050568bc76d,c6659451-b5a4-11e8-4f71-0050568bc76d,BUSINESS_APPLICATION
id-21b64e11-dce4-11e8-4239-0050568bc76d,e07e55c1-b5a4-11e8-4f71-0050568bc76d,Main functionalities: booking and authorisation (included the retry process) + maintenance of contracts-accounts + editing statements + archiving transactions.
id-21b64e11-dce4-11e8-4239-0050568bc76d,5b4cc7f1-b5a5-11e8-4f71-0050568bc76d,business application
id-21b64e11-dce4-11e8-4239-0050568bc76d,AT_TITL1,Link to ServiceNow
id-21b64e11-dce4-11e8-4239-0050568bc76d,4e6b6731-5078-11e9-4cd6-0050568bc76d,
id-21b64e11-dce4-11e8-4239-0050568bc76d,AT_EXT_1,https://ing.service-now.com/nav_to.do?uri=u_cmdb_business_application.do?sys_id=c7a735253766ee4061eb2b2943990e76
id-21b64e11-dce4-11e8-4239-0050568bc76d,01edc0b1-b5a5-11e8-4f71-0050568bc76d,Link to ServiceNow
id-21b64e11-dce4-11e8-4239-0050568bc76d,d6506bb1-d6a6-11e8-4f71-0050568bc76d,https://ing.service-now.com/nav_to.do?uri=u_cmdb_business_application.do?sys_id=c7a735253766ee4061eb2b2943990e76
id-21b64e11-dce4-11e8-4239-0050568bc76d,2c766cb1-b5a5-11e8-4f71-0050568bc76d,Installed
id-21b64e11-dce4-11e8-4239-0050568bc76d,47d5b7e0-b5a5-11e8-4f71-0050568bc76d,PBB-020
id-21b64e11-dce4-11e8-4239-0050568bc76d,3c981031-b5a5-11e8-4f71-0050568bc76d,Production
id-21b64e11-dce4-11e8-4239-0050568bc76d,d1525ce1-b5a4-11e8-4f71-0050568bc76d,PAN
id-21b64e11-dce4-11e8-4239-0050568bc76d,979f4ca1-cb03-11e8-4f71-0050568bc76d,
id-21b64e11-dce4-11e8-4239-0050568bc76d,1ac94731-b5a5-11e8-4f71-0050568bc76d,application-business-34355
id-21b64e11-dce4-11e8-4239-0050568bc76d,688b48b1-b5a5-11e8-4f71-0050568bc76d,AP-03921
id-21b64e11-dce4-11e8-4239-0050568bc76d,108827f1-b5a5-11e8-4f71-0050568bc76d,be+nl/Daily Banking Digital First BE/Platform & Enablers/Manage Current Account
id-21b64e11-dce4-11e8-4239-0050568bc76d,c6659451-b5a4-11e8-4f71-0050568bc76d,BUSINESS_APPLICATION
id-21b64e11-dce4-11e8-4239-0050568bc76d,e07e55c1-b5a4-11e8-4f71-0050568bc76d,Main functionalities: booking and authorisation (included the retry process) + maintenance of contracts-accounts + editing statements + archiving transactions.
id-21b64e11-dce4-11e8-4239-0050568bc76d,5b4cc7f1-b5a5-11e8-4f71-0050568bc76d,business application
id-21b64e11-dce4-11e8-4239-0050568bc76d,AT_TITL1,Link to ServiceNow
id-21b64e11-dce4-11e8-4239-0050568bc76d,4e6b6731-5078-11e9-4cd6-0050568bc76d,
id-21b64e11-dce4-11e8-4239-0050568bc76d,AT_EXT_1,https://ing.service-now.com/nav_to.do?uri=u_cmdb_business_application.do?sys_id=c7a735253766ee4061eb2b2943990e76
id-abc71231-dce2-11e8-4239-0050568bc76d,5b4cc7f1-b5a5-11e8-4f71-0050568bc76d,business application
id-abc71231-dce2-11e8-4239-0050568bc76d,c6659451-b5a4-11e8-4f71-0050568bc76d,BUSINESS_APPLICATION
id-abc71231-dce2-11e8-4239-0050568bc76d,d6506bb1-d6a6-11e8-4f71-0050568bc76d,https://ing.service-now.com/nav_to.do?uri=u_cmdb_business_application.do?sys_id=d4524e0edba4d388ffdefb041d9619f5
id-abc71231-dce2-11e8-4239-0050568bc76d,e07e55c1-b5a4-11e8-4f71-0050568bc76d,"ItsmeMeansAPI allows Belgian customers to log in and sign on TPA enabled channels(e.g. Orange Channels, PSD2) using Belgian-specific means (i.e. Itsme)."
id-abc71231-dce2-11e8-4239-0050568bc76d,979f4ca1-cb03-11e8-4f71-0050568bc76d,
id-abc71231-dce2-11e8-4239-0050568bc76d,4e6b6731-5078-11e9-4cd6-0050568bc76d,
id-abc71231-dce2-11e8-4239-0050568bc76d,AT_EXT_1,https://ing.service-now.com/nav_to.do?uri=u_cmdb_business_application.do?sys_id=d4524e0edba4d388ffdefb041d9619f5
id-abc71231-dce2-11e8-4239-0050568bc76d,AT_TITL1,Link to ServiceNow
id-abc71231-dce2-11e8-4239-0050568bc76d,688b48b1-b5a5-11e8-4f71-0050568bc76d,AP-3060454
id-abc71231-dce2-11e8-4239-0050568bc76d,108827f1-b5a5-11e8-4f71-0050568bc76d,be+nl/Fraud & Cyber Security BE/Dexter
id-abc71231-dce2-11e8-4239-0050568bc76d,d1525ce1-b5a4-11e8-4f71-0050568bc76d,ItsmeMeansAPI
id-abc71231-dce2-11e8-4239-0050568bc76d,1ac94731-b5a5-11e8-4f71-0050568bc76d,d4524e0edba4d388ffdefb041d9619f5
id-abc71231-dce2-11e8-4239-0050568bc76d,47d5b7e0-b5a5-11e8-4f71-0050568bc76d,ItsmeMeansAPI
id-abc71231-dce2-11e8-4239-0050568bc76d,3c981031-b5a5-11e8-4f71-0050568bc76d,Production
id-abc71231-dce2-11e8-4239-0050568bc76d,01edc0b1-b5a5-11e8-4f71-0050568bc76d,Link to ServiceNow
id-abc71231-dce2-11e8-4239-0050568bc76d,2c766cb1-b5a5-11e8-4f71-0050568bc76d,Installed
id-abc71231-dce2-11e8-4239-0050568bc76d,5b4cc7f1-b5a5-11e8-4f71-0050568bc76d,business application
id-abc71231-dce2-11e8-4239-0050568bc76d,c6659451-b5a4-11e8-4f71-0050568bc76d,BUSINESS_APPLICATION
id-abc71231-dce2-11e8-4239-0050568bc76d,d6506bb1-d6a6-11e8-4f71-0050568bc76d,https://ing.service-now.com/nav_to.do?uri=u_cmdb_business_application.do?sys_id=d4524e0edba4d388ffdefb041d9619f5
id-abc71231-dce2-11e8-4239-0050568bc76d,e07e55c1-b5a4-11e8-4f71-0050568bc76d,"ItsmeMeansAPI allows Belgian customers to log in and sign on TPA enabled channels(e.g. Orange Channels, PSD2) using Belgian-specific means (i.e. Itsme)."
id-abc71231-dce2-11e8-4239-0050568bc76d,979f4ca1-cb03-11e8-4f71-0050568bc76d,
id-abc71231-dce2-11e8-4239-0050568bc76d,4e6b6731-5078-11e9-4cd6-0050568bc76d,
id-abc71231-dce2-11e8-4239-0050568bc76d,AT_EXT_1,https://ing.service-now.com/nav_to.do?uri=u_cmdb_business_application.do?sys_id=d4524e0edba4d388ffdefb041d9619f5
id-abc71231-dce2-11e8-4239-0050568bc76d,AT_TITL1,Link to ServiceNow
id-abc71231-dce2-11e8-4239-0050568bc76d,688b48b1-b5a5-11e8-4f71-0050568bc76d,AP-3060454
id-abc71231-dce2-11e8-4239-0050568bc76d,108827f1-b5a5-11e8-4f71-0050568bc76d,be+nl/Fraud & Cyber Security BE/Dexter
id-abc71231-dce2-11e8-4239-0050568bc76d,d1525ce1-b5a4-11e8-4f71-0050568bc76d,ItsmeMeansAPI
id-abc71231-dce2-11e8-4239-0050568bc76d,1ac94731-b5a5-11e8-4f71-0050568bc76d,d4524e0edba4d388ffdefb041d9619f5
id-abc71231-dce2-11e8-4239-0050568bc76d,47d5b7e0-b5a5-11e8-4f71-0050568bc76d,ItsmeMeansAPI
id-abc71231-dce2-11e8-4239-0050568bc76d,3c981031-b5a5-11e8-4f71-0050568bc76d,Production
id-abc71231-dce2-11e8-4239-0050568bc76d,01edc0b1-b5a5-11e8-4f71-0050568bc76d,Link to ServiceNow
id-abc71231-dce2-11e8-4239-0050568bc76d,2c766cb1-b5a5-11e8-4f71-0050568bc76d,Installed
id-54e6c691-dce2-11e8-4239-0050568bc76d,e07e55c1-b5a4-11e8-4f71-0050568bc76d,"Alle gepasseerde hypotheken worden geadministreerd in HYPOS, in HYPOS zijn beheer mutaties mogelijk op bestaande hypotheken. Informatie vanuit HYPOS wordt gebruikt door diverse partijen als Achterstanden, Finance, MRM en CRM. Via HYPOS worden ook de maandelijkse klant betalingen ge?nd en vinden de betalingen plaats naar notarissen ter passering."
id-54e6c691-dce2-11e8-4239-0050568bc76d,c6659451-b5a4-11e8-4f71-0050568bc76d,BUSINESS_APPLICATION
id-54e6c691-dce2-11e8-4239-0050568bc76d,5b4cc7f1-b5a5-11e8-4f71-0050568bc76d,business application
id-54e6c691-dce2-11e8-4239-0050568bc76d,2c766cb1-b5a5-11e8-4f71-0050568bc76d,Installed
id-54e6c691-dce2-11e8-4239-0050568bc76d,4e6b6731-5078-11e9-4cd6-0050568bc76d,
id-54e6c691-dce2-11e8-4239-0050568bc76d,01edc0b1-b5a5-11e8-4f71-0050568bc76d,Link to ServiceNow
id-54e6c691-dce2-11e8-4239-0050568bc76d,AT_EXT_1,https://ing.service-now.com/nav_to.do?uri=u_cmdb_business_application.do?sys_id=7f1b65ad37e2ee4061eb2b2943990e42
id-54e6c691-dce2-11e8-4239-0050568bc76d,d6506bb1-d6a6-11e8-4f71-0050568bc76d,https://ing.service-now.com/nav_to.do?uri=u_cmdb_business_application.do?sys_id=7f1b65ad37e2ee4061eb2b2943990e42
id-54e6c691-dce2-11e8-4239-0050568bc76d,3c981031-b5a5-11e8-4f71-0050568bc76d,Production
id-54e6c691-dce2-11e8-4239-0050568bc76d,1ac94731-b5a5-11e8-4f71-0050568bc76d,application-business-1209159
id-54e6c691-dce2-11e8-4239-0050568bc76d,d1525ce1-b5a4-11e8-4f71-0050568bc76d,HYPOS
id-54e6c691-dce2-11e8-4239-0050568bc76d,108827f1-b5a5-11e8-4f71-0050568bc76d,be+nl/Mortgages NL/MORTG_HYPOS
id-54e6c691-dce2-11e8-4239-0050568bc76d,688b48b1-b5a5-11e8-4f71-0050568bc76d,AP-01439
id-54e6c691-dce2-11e8-4239-0050568bc76d,979f4ca1-cb03-11e8-4f71-0050568bc76d,
id-54e6c691-dce2-11e8-4239-0050568bc76d,AT_TITL1,Link to ServiceNow
id-54e6c691-dce2-11e8-4239-0050568bc76d,e07e55c1-b5a4-11e8-4f71-0050568bc76d,"Alle gepasseerde hypotheken worden geadministreerd in HYPOS, in HYPOS zijn beheer mutaties mogelijk op bestaande hypotheken. Informatie vanuit HYPOS wordt gebruikt door diverse partijen als Achterstanden, Finance, MRM en CRM. Via HYPOS worden ook de maandelijkse klant betalingen ge?nd en vinden de betalingen plaats naar notarissen ter passering."
id-54e6c691-dce2-11e8-4239-0050568bc76d,c6659451-b5a4-11e8-4f71-0050568bc76d,BUSINESS_APPLICATION
id-54e6c691-dce2-11e8-4239-0050568bc76d,5b4cc7f1-b5a5-11e8-4f71-0050568bc76d,business application
id-54e6c691-dce2-11e8-4239-0050568bc76d,2c766cb1-b5a5-11e8-4f71-0050568bc76d,Installed
id-54e6c691-dce2-11e8-4239-0050568bc76d,4e6b6731-5078-11e9-4cd6-0050568bc76d,
id-54e6c691-dce2-11e8-4239-0050568bc76d,01edc0b1-b5a5-11e8-4f71-0050568bc76d,Link to ServiceNow
id-54e6c691-dce2-11e8-4239-0050568bc76d,AT_EXT_1,https://ing.service-now.com/nav_to.do?uri=u_cmdb_business_application.do?sys_id=7f1b65ad37e2ee4061eb2b2943990e42
id-54e6c691-dce2-11e8-4239-0050568bc76d,d6506bb1-d6a6-11e8-4f71-0050568bc76d,https://ing.service-now.com/nav_to.do?uri=u_cmdb_business_application.do?sys_id=7f1b65ad37e2ee4061eb2b2943990e42
id-54e6c691-dce2-11e8-4239-0050568bc76d,3c981031-b5a5-11e8-4f71-0050568bc76d,Production
id-54e6c691-dce2-11e8-4239-0050568bc76d,1ac94731-b5a5-11e8-4f71-0050568bc76d,application-business-1209159
id-54e6c691-dce2-11e8-4239-0050568bc76d,d1525ce1-b5a4-11e8-4f71-0050568bc76d,HYPOS
id-54e6c691-dce2-11e8-4239-0050568bc76d,108827f1-b5a5-11e8-4f71-0050568bc76d,be+nl/Mortgages NL/MORTG_HYPOS
id-54e6c691-dce2-11e8-4239-0050568bc76d,688b48b1-b5a5-11e8-4f71-0050568bc76d,AP-01439
id-54e6c691-dce2-11e8-4239-0050568bc76d,979f4ca1-cb03-11e8-4f71-0050568bc76d,
id-54e6c691-dce2-11e8-4239-0050568bc76d,AT_TITL1,Link to ServiceNow
id-b7980b21-dce0-11e8-4239-0050568bc76d,5b4cc7f1-b5a5-11e8-4f71-0050568bc76d,business application
id-b7980b21-dce0-11e8-4239-0050568bc76d,AT_TITL1,Link to ServiceNow
id-b7980b21-dce0-11e8-4239-0050568bc76d,c6659451-b5a4-11e8-4f71-0050568bc76d,BUSINESS_APPLICATION
id-b7980b21-dce0-11e8-4239-0050568bc76d,d6506bb1-d6a6-11e8-4f71-0050568bc76d,https://ing.service-now.com/nav_to.do?uri=u_cmdb_business_application.do?sys_id=a186a7c3dbdf1308aa8af9231d9619bb
id-b7980b21-dce0-11e8-4239-0050568bc76d,e07e55c1-b5a4-11e8-4f71-0050568bc76d,
id-b7980b21-dce0-11e8-4239-0050568bc76d,47d5b7e0-b5a5-11e8-4f71-0050568bc76d,KYCO
id-b7980b21-dce0-11e8-4239-0050568bc76d,3c981031-b5a5-11e8-4f71-0050568bc76d,Production
id-b7980b21-dce0-11e8-4239-0050568bc76d,01edc0b1-b5a5-11e8-4f71-0050568bc76d,Link to ServiceNow
id-b7980b21-dce0-11e8-4239-0050568bc76d,2c766cb1-b5a5-11e8-4f71-0050568bc76d,Installed
id-b7980b21-dce0-11e8-4239-0050568bc76d,688b48b1-b5a5-11e8-4f71-0050568bc76d,
id-b7980b21-dce0-11e8-4239-0050568bc76d,108827f1-b5a5-11e8-4f71-0050568bc76d,COO/BWO/KYC Orchestrator
id-b7980b21-dce0-11e8-4239-0050568bc76d,d1525ce1-b5a4-11e8-4f71-0050568bc76d,KYC Orchestrator
id-b7980b21-dce0-11e8-4239-0050568bc76d,1ac94731-b5a5-11e8-4f71-0050568bc76d,a186a7c3dbdf1308aa8af9231d9619bb
id-b7980b21-dce0-11e8-4239-0050568bc76d,979f4ca1-cb03-11e8-4f71-0050568bc76d,
id-b7980b21-dce0-11e8-4239-0050568bc76d,4e6b6731-5078-11e9-4cd6-0050568bc76d,
id-b7980b21-dce0-11e8-4239-0050568bc76d,AT_EXT_1,https://ing.service-now.com/nav_to.do?uri=u_cmdb_business_application.do?sys_id=a186a7c3dbdf1308aa8af9231d9619bb
id-b7980b21-dce0-11e8-4239-0050568bc76d,5b4cc7f1-b5a5-11e8-4f71-0050568bc76d,business application
id-b7980b21-dce0-11e8-4239-0050568bc76d,AT_TITL1,Link to ServiceNow
id-b7980b21-dce0-11e8-4239-0050568bc76d,c6659451-b5a4-11e8-4f71-0050568bc76d,BUSINESS_APPLICATION
id-b7980b21-dce0-11e8-4239-0050568bc76d,d6506bb1-d6a6-11e8-4f71-0050568bc76d,https://ing.service-now.com/nav_to.do?uri=u_cmdb_business_application.do?sys_id=a186a7c3dbdf1308aa8af9231d9619bb
id-b7980b21-dce0-11e8-4239-0050568bc76d,e07e55c1-b5a4-11e8-4f71-0050568bc76d,
id-b7980b21-dce0-11e8-4239-0050568bc76d,47d5b7e0-b5a5-11e8-4f71-0050568bc76d,KYCO
id-b7980b21-dce0-11e8-4239-0050568bc76d,3c981031-b5a5-11e8-4f71-0050568bc76d,Production
id-b7980b21-dce0-11e8-4239-0050568bc76d,01edc0b1-b5a5-11e8-4f71-0050568bc76d,Link to ServiceNow
id-b7980b21-dce0-11e8-4239-0050568bc76d,2c766cb1-b5a5-11e8-4f71-0050568bc76d,Installed
id-b7980b21-dce0-11e8-4239-0050568bc76d,688b48b1-b5a5-11e8-4f71-0050568bc76d,
id-b7980b21-dce0-11e8-4239-0050568bc76d,108827f1-b5a5-11e8-4f71-0050568bc76d,COO/BWO/KYC Orchestrator
